student details data:       student_id         full_name department  batch  current_semester
623          624       Pooja Menon        MBA   2022                 6
624          625       Priya Desai        CSE   2021                 4
625          626      Aditya Joshi        CSE   2022                 5
626          627        Pooja Khan        BCA   2022                 6
627          628      Rahul Chopra        MBA   2023                 7
628          629        Neha Gupta         ME   2023                 8
629          630      Ishaan Verma        CSE   2021                 3
630          631      Aditya Bhatt         ME   2023                 8
631          632      Samar Sharma         CE   2021                 5
632          633        Rohan Nair         CE   2022                 6
